"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"stream_quality_raw[1]",-0.294781819941651,0.00704620666733323,0.325300941166662,-0.946727635291521,-0.511811403143411,-0.289018586263724,-0.0717473603115349,0.324094292903705,2131.37508903467,1.0007325191293
"stream_quality_raw[2]",0.205467970711932,0.00721743701534535,0.438832874146235,-0.678203981769447,-0.0872951959639889,0.213442467307514,0.504766511236048,1.04845491010865,3696.85403466721,1.00086521518726
"stream_quality_raw[3]",0.934372640628536,0.00751863756547927,0.286911183153813,0.38164189665292,0.740732230269405,0.929248692505872,1.12513792662938,1.49572907960027,1456.1853325791,1.00069615772693
"stream_quality_raw[4]",-0.447505784313103,0.00725889653931597,0.433017181343548,-1.30856784492094,-0.738854880959716,-0.444812583068477,-0.150828702948044,0.38533278624693,3558.51699663106,1.00041935456257
"stream_quality_raw[5]",-0.165184300356194,0.00724190974310352,0.316390532288214,-0.789345245463189,-0.37680296614506,-0.162004886938739,0.0495111141736762,0.44362501849008,1908.71348847059,1.00178553712489
"stream_quality_raw[6]",-1.05452335080455,0.00759927776676813,0.477731907180058,-1.99263010769822,-1.36890928214006,-1.04919421326113,-0.738473340371538,-0.113598725652564,3952.0629952754,1.00031927375916
"stream_quality_raw[7]",-0.27623860272112,0.00736287861296124,0.460942595853588,-1.23907380016833,-0.57926124977629,-0.257844979018152,0.0420713601386249,0.566827750706508,3919.20883380638,1.0007303228629
"stream_quality_raw[8]",0.234244375168742,0.0078451477670423,0.451178903464589,-0.646190569742421,-0.0718467823944612,0.232053056386814,0.535054285784739,1.11700358843361,3307.46542197755,1.00100711172775
"stream_quality_raw[9]",-0.348689345425841,0.00836110348367258,0.459968960234182,-1.27381209170901,-0.657997014433584,-0.336070329080794,-0.0412114702408658,0.537523665061758,3026.42456692993,1.00061334154726
"stream_quality_raw[10]",-0.45599009666568,0.00672389892504056,0.448421942270967,-1.35311716863897,-0.749266842198318,-0.453211440478748,-0.152160289451403,0.413031306725482,4447.65772322741,1.00011343778467
"stream_quality_raw[11]",-0.678720197676983,0.00736664803898839,0.46735570835793,-1.64500779338236,-0.980780916203635,-0.677341532885036,-0.357695668932266,0.206705008144203,4024.90154752819,1.00072005041039
"stream_quality_raw[12]",0.780963454775508,0.00681195918878653,0.434950738674454,-0.0781622470402656,0.489352340244572,0.775866451968152,1.0645186517072,1.65153900239251,4076.95643450288,1.00000249040741
"stream_quality_raw[13]",0.258143955468275,0.00759518789657974,0.462278507948765,-0.669222388277896,-0.0517547102174458,0.260017553248333,0.573470773946181,1.1486652490515,3704.506500142,1.00009675472986
"stream_quality_raw[14]",-0.629895572402859,0.00705111559372365,0.450068375244652,-1.5161798766646,-0.930423481904852,-0.62702294810333,-0.328340795632598,0.244139813360242,4074.19044982794,0.999981276372733
"stream_quality_raw[15]",0.426907956236104,0.00781587668847888,0.456009784287557,-0.45722758510234,0.11962776537409,0.419998964578563,0.736962636131862,1.33049937395435,3404.02643828433,1.00142184311086
"stream_quality_raw[16]",-2.03963714694344,0.00879071361079661,0.533508492782525,-3.09430618753403,-2.39981065292482,-2.03534053443788,-1.67333979385335,-1.02375230208223,3683.27725630658,1.00076265834015
