"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"stream_quality_raw[1]",-0.311846083321914,0.00743346091795909,0.326048292376034,-0.965407475897663,-0.530989979259192,-0.305648017075868,-0.0835732127695749,0.292780320338965,1923.89663550706,1.00095169477621
"stream_quality_raw[2]",0.232979449378896,0.00735635570372628,0.438064464044517,-0.647047845311986,-0.0616106928801883,0.235409410422861,0.528082905852553,1.06458204767903,3546.09697201295,1.00068891319457
"stream_quality_raw[3]",0.931899256621019,0.00795837293214106,0.27953125370491,0.373881998874211,0.748957723180999,0.933870356412968,1.1197432230801,1.4786443982759,1233.70740569059,1.00152945201588
"stream_quality_raw[4]",-0.45615439542773,0.0074427259474242,0.440580490534835,-1.33349119538341,-0.751214791998408,-0.454306422878051,-0.16116133303667,0.40137946316252,3504.18049936071,1.00081342311901
"stream_quality_raw[5]",-0.184630296539626,0.00760691801734295,0.316189128322883,-0.814308512737235,-0.3981892662044,-0.175966854898821,0.0318638174117473,0.424716404424471,1727.73207201278,1.00091466716981
"stream_quality_raw[6]",-1.03384700132908,0.00743212759159736,0.4704402886595,-1.93944673540918,-1.3537970946783,-1.03975570817567,-0.711714835434565,-0.117778936057066,4006.66195189922,1.00164461944669
"stream_quality_raw[7]",-0.275622615840953,0.00804388336000523,0.459907899263348,-1.20495903705094,-0.579103306971288,-0.26266601513942,0.0401144642270886,0.595912740942219,3268.9645349717,1.00048780808238
"stream_quality_raw[8]",0.273083524882994,0.00783127617873102,0.446783361190302,-0.610379836623598,-0.0246161247716031,0.27337872650468,0.570712750873488,1.14533137960279,3254.8344335505,1.00016265236802
"stream_quality_raw[9]",-0.334291200394336,0.008608775363554,0.467567447073394,-1.28093201950025,-0.638037314431139,-0.321945898077512,-0.018087713399045,0.554140817013367,2949.88973899686,0.999869722966482
"stream_quality_raw[10]",-0.454257861882996,0.00678841612110209,0.443702245225787,-1.3388487831976,-0.746827120197454,-0.45192917815357,-0.151375818913076,0.424563211469825,4272.1485001407,1.0008773776312
"stream_quality_raw[11]",-0.677970990851042,0.00748984852780734,0.457681206717459,-1.60032624868551,-0.980813429869382,-0.668556193995548,-0.366886079124195,0.193653101925021,3734.04966577489,1.00082709947294
"stream_quality_raw[12]",0.792944662718359,0.007091679950322,0.440923697367951,-0.0856503635450711,0.500925399998562,0.79280156182959,1.08215363337549,1.66966577250146,3865.70426096576,1.00097369952002
"stream_quality_raw[13]",0.24678071284573,0.00793988356901077,0.461941068811001,-0.698704059706044,-0.0602505232601263,0.25430139307352,0.563572447126373,1.11668985714316,3384.89250959227,1.00110770338012
"stream_quality_raw[14]",-0.625899806281694,0.00678604953576345,0.44724051107302,-1.51659655690754,-0.918052933917208,-0.625286118879303,-0.3307160745503,0.246854925009433,4343.58394433275,1.00060104884506
"stream_quality_raw[15]",0.464204919286541,0.00743561279506346,0.452621988868351,-0.409437858321069,0.156215280048768,0.4591790775359,0.76315638994573,1.37852013296439,3705.42276289969,1.00027421611921
"stream_quality_raw[16]",-2.01423280990938,0.00876730670423433,0.516854950941076,-3.06346042170173,-2.35234643924244,-2.00277340886784,-1.6613295241214,-1.01175391919596,3475.40132380721,1.00158549102535
"stream_quality_raw[17]",-0.879258219238491,0.0075535466800562,0.47735140881918,-1.80841669760571,-1.20041342673527,-0.886254556420709,-0.559447157127528,0.065751082993716,3993.69212941594,1.00118905178701
"stream_quality_raw[18]",0.38037981672259,0.00812974190104654,0.423420812219693,-0.456055318568582,0.100099633828339,0.384572194096908,0.668999937744498,1.20822164070613,2712.63203135161,0.99999652437599
"stream_quality_raw[19]",0.417361581125248,0.00746212620389993,0.27529931650303,-0.131841701043767,0.232255607368182,0.423349860034159,0.60701829076456,0.9507666534514,1361.08449500022,1.00184210123785
"stream_quality_raw[20]",-0.357055365012903,0.00749467184638439,0.423672525041546,-1.20402216532178,-0.641671991356883,-0.350969076961771,-0.0747603187354755,0.481006429796803,3195.62167469461,1.0010040550074
"stream_quality_raw[21]",-1.15843699899231,0.00846113174247738,0.464305024708827,-2.08132898246017,-1.4656540039833,-1.14230173597432,-0.852574014227677,-0.251229183097535,3011.27107727034,1.0012680191376
"stream_quality_raw[22]",1.15569588592267,0.00827424968030764,0.294335053237107,0.575567642321425,0.960547272119384,1.15499632501801,1.34681351290027,1.74185541829943,1265.39679315803,1.00158468994846
"stream_quality_raw[23]",-0.45676422316219,0.00760076020431127,0.441077360383493,-1.33919746770191,-0.743180548525531,-0.452767116613504,-0.159300447870889,0.38428678573649,3367.56100024203,1.00104662381448
"stream_quality_raw[24]",-0.577490087171337,0.00766868554234574,0.430677947691004,-1.44069052301877,-0.857222022339456,-0.574199469992571,-0.294002664486396,0.270137098439546,3154.01250054526,1.00135954444326
"stream_quality_raw[25]",1.08318943258833,0.0081441409865637,0.289748090274204,0.505333607651797,0.88794156855384,1.08599705828879,1.27692310153635,1.64891664040252,1265.75775770909,1.00148724954544
"stream_quality_raw[26]",1.1830905584216,0.00844744130751904,0.320466401467722,0.564569006947517,0.968487466697404,1.18143388816919,1.40018860750332,1.80240733215664,1439.17843018771,1.00077826433933
"stream_quality_raw[27]",-0.682715461518916,0.00783223150217142,0.367221493497278,-1.40968767600975,-0.932983726327432,-0.676601431539062,-0.430945653999406,0.0228773446873205,2198.29085750171,1.00137599883547
"stream_quality_raw[28]",-0.399389896706543,0.00764316650024917,0.388484915119357,-1.17417230735681,-0.657469384361904,-0.393534754473757,-0.135626514823122,0.341077816128847,2583.45962523812,1.00084396860564
"stream_quality_raw[29]",1.13159952326889,0.00841313568040689,0.318420361164414,0.512894232293591,0.919321417797897,1.1291789403278,1.34811362409244,1.76253329111635,1432.47112138626,1.00061433126068
"stream_quality_raw[30]",1.12445229854443,0.00844170835104227,0.319693863094951,0.500413555952675,0.906480521234097,1.1224307223404,1.34180193353948,1.7479038037107,1434.19403358709,1.00078382613998
"stream_quality_raw[31]",1.62161417098336,0.00949387607895306,0.351577895006154,0.941247844148355,1.38252904290251,1.61868621231822,1.85777407907605,2.31418686086872,1371.3742980358,1.00065846066294
"stream_quality_raw[32]",-0.287200977599602,0.00777395695215103,0.330684741677772,-0.948731448773266,-0.50861265649988,-0.281624038604963,-0.0594580185612974,0.337942905553108,1809.43942963433,1.00123989552492
"beta_conduct",-0.804553439423198,0.00295458336867502,0.127212085019593,-1.0771526285932,-0.885222846802471,-0.794962102988241,-0.716103845892567,-0.578650318396121,1853.80583116762,1.00208007588779
"beta_depth",0.560817933452806,0.0023380782399096,0.131652476154344,0.316686366543119,0.47092506230643,0.553676352823236,0.644698943644182,0.834695193827009,3170.58925629031,1.00065211411857
"beta_do",0.167410175343764,0.00156079983469555,0.117227523123175,0.00739911968307696,0.0755632392022667,0.147936323274577,0.238092583961765,0.442964742741254,5641.11245130629,1.00036280717699
"beta_thermal",-0.612708980576711,0.00251554846340836,0.139504036249421,-0.908394390719083,-0.698261131504347,-0.605671235369817,-0.51757452942164,-0.35998162444112,3075.44644695647,1.00089452181826
"beta_canopy",0.671672159118803,0.00256933233309586,0.137419439416097,0.426681028988471,0.579032518837482,0.659655654733821,0.75612474736848,0.975336674843139,2860.59108439014,1.00064207100767
"beta_q",0.449440925297993,0.0024591141274048,0.159586392604513,0.157024898316607,0.342907621935812,0.445558006073439,0.547899985129407,0.787505246259963,4211.47615333527,1.0010279896932
"a_conduct",0.0547797300058022,0.0164046734021166,0.569592730760059,-1.04368768738509,-0.317494340400408,0.03584225785423,0.413549690760387,1.23459426458575,1205.57351705029,1.00067813330775
"a_depth",-0.0446163163721534,0.0114974365876243,0.420571853250195,-0.942605540328686,-0.302948655136669,-0.0273687648635386,0.230225592550195,0.744211614431553,1338.06854780846,1.00081120534894
"a_do",0.0470000745619442,0.00417981604433274,0.227080713778143,-0.410616665943565,-0.0970008888490766,0.0502059348715239,0.187441375567578,0.499323542673569,2951.5229462965,1.00020997205632
"a_thermal",0.108134471824476,0.0129697296483925,0.456108636669786,-0.769029425603746,-0.187167610883776,0.0912692600194954,0.393085008519543,1.0687703900087,1236.72957070603,1.00078079364935
"a_canopy",-0.087895481332151,0.0138309030046123,0.492078136212027,-1.08827164813506,-0.399428494339117,-0.0756078492859243,0.235709597234924,0.866703566726815,1265.80575796251,1.00077860655534
"a_q",0.00720394509349188,0.00966070675687623,0.365877905460001,-0.741701786865781,-0.214531000669214,0.0182605402682076,0.235004086139293,0.712147901682179,1434.34812206577,1.00082557406136
"sigma_conduct",0.421636250858756,0.00183394567080982,0.0938129170737377,0.260908692107715,0.35492442712765,0.413980850007449,0.478727410543651,0.62954600280799,2616.69044750403,1.00129934967983
